"","TagID","VR2","DateTimePST","id","Departure","Total","LifeDays","LifeHrs"
"1",7507,"VR2W180-301117",2014-12-19 18:26:08,1,2014-12-27 22:05:58,11739.8333333333,8.15266203703704,195.663888888889
"2",7510,"VR2W180-301117",2014-12-29 10:29:54,2,2014-12-29 11:24:24,54.5,0.0378472222222222,0.908333333333333
"3",7512,"VR2W180-301117",2014-12-19 18:46:10,3,2014-12-22 23:10:43,4584.55,3.18371527777778,76.4091666666667
"4",7514,"VR2W180-301117",2014-12-23 21:03:08,4,2014-12-23 21:31:38,28.5,0.0197916666666667,0.475
"5",7530,"VR2W180-301117",2014-12-28 00:03:57,5,2014-12-28 03:17:56,193.983333333333,0.134710648148148,3.23305555555556
"6",7535,"VR2W180-301117",2014-12-19 18:31:21,6,2014-12-28 23:53:26,13282.0833333333,9.22366898148148,221.368055555556
"7",7541,"VR2W180-301117",2014-12-22 09:21:13,7,2014-12-23 01:36:26,975.216666666667,0.677233796296296,16.2536111111111
"8",7544,"VR2W180-301117",2014-12-26 13:57:43,8,2014-12-27 05:48:12,950.483333333333,0.66005787037037,15.8413888888889
"9",7545,"VR2W180-301117",2014-12-27 09:06:59,9,2014-12-27 23:18:58,851.983333333333,0.591655092592593,14.1997222222222
