Hobo,DateTimeGMT,Temp,Max,Min
12a,1/1/15 2:56,14.122,,
12a,1/1/15 3:56,14.098,,
12a,1/1/15 4:56,14.122,,
12a,1/1/15 5:56,14.074,,
12a,1/1/15 6:56,14.098,,
12a,1/1/15 7:56,14.074,,
12a,1/1/15 8:56,14.17,,
12a,1/1/15 9:56,14.266,,
12a,1/1/15 10:56,14.29,,
12a,1/1/15 11:56,14.385,,
12a,1/1/15 12:56,14.433,,
12a,1/1/15 13:56,14.433,,
12a,1/1/15 14:56,14.409,,
12a,1/1/15 15:56,14.409,,
12a,1/1/15 16:56,14.29,,
12a,1/1/15 17:56,14.218,,
12a,1/1/15 18:56,14.194,,
12a,1/1/15 19:56,14.17,,
12a,1/1/15 20:56,14.146,,
12a,1/1/15 21:56,14.122,,
12a,1/1/15 22:56,14.122,,
12a,1/1/15 23:56,14.074,,
12a,1/2/15 0:00,,14.385,14.05
12a,1/2/15 0:56,14.098,,
12a,1/2/15 1:56,14.074,,
12a,1/2/15 2:56,14.074,,
12a,1/2/15 3:56,14.074,,
12a,1/2/15 4:56,14.05,,
12a,1/2/15 5:56,14.05,,
12a,1/2/15 6:56,14.05,,
12a,1/2/15 7:56,14.05,,
12a,1/2/15 8:56,14.098,,
12a,1/2/15 9:56,14.17,,
12a,1/2/15 10:56,14.218,,
12a,1/2/15 11:56,14.314,,
12a,1/2/15 12:56,14.314,,
12a,1/2/15 13:56,14.361,,
12a,1/2/15 14:56,14.385,,
12a,1/2/15 15:56,14.337,,
12a,1/2/15 16:56,14.29,,
12a,1/2/15 17:56,14.194,,
12a,1/2/15 18:56,14.218,,
12a,1/2/15 19:56,14.17,,
12a,1/2/15 20:56,14.17,,
12a,1/2/15 21:56,14.17,,
12a,1/2/15 22:56,14.146,,
12a,1/2/15 23:56,14.098,,
12a,1/3/15 0:00,,14.457,14.05
12a,1/3/15 0:56,14.122,,
12a,1/3/15 1:56,14.122,,
12a,1/3/15 2:56,14.098,,
12a,1/3/15 3:56,14.098,,
12a,1/3/15 4:56,14.074,,
12a,1/3/15 5:56,14.05,,
12a,1/3/15 6:56,14.074,,
12a,1/3/15 7:56,14.05,,
12a,1/3/15 8:56,14.146,,
12a,1/3/15 9:56,14.218,,
12a,1/3/15 10:56,14.29,,
12a,1/3/15 11:56,14.385,,
12a,1/3/15 12:56,14.457,,
12a,1/3/15 13:56,14.409,,
12a,1/3/15 14:56,14.433,,
12a,1/3/15 15:56,14.361,,
12a,1/3/15 16:56,14.29,,
12a,1/3/15 17:56,14.266,,
12a,1/3/15 18:56,14.218,,
12a,1/3/15 19:56,14.194,,
12a,1/3/15 20:56,14.194,,
12a,1/3/15 21:56,14.146,,
12a,1/3/15 22:56,14.146,,
12a,1/3/15 23:56,14.098,,
12a,1/4/15 0:00,,14.385,14.098
12a,1/4/15 0:56,14.146,,
12a,1/4/15 1:56,14.146,,
12a,1/4/15 2:56,14.098,,
12a,1/4/15 3:56,14.146,,
12a,1/4/15 4:56,14.17,,
12a,1/4/15 5:56,14.122,,
12a,1/4/15 6:56,14.122,,
12a,1/4/15 7:56,14.146,,
12a,1/4/15 8:56,14.17,,
12a,1/4/15 9:56,14.218,,
12a,1/4/15 10:56,14.29,,
12a,1/4/15 11:56,14.337,,
12a,1/4/15 12:56,14.361,,
12a,1/4/15 13:56,14.385,,
12a,1/4/15 14:56,14.361,,
12a,1/4/15 15:56,14.361,,
12a,1/4/15 16:56,14.314,,
12a,1/4/15 17:56,14.266,,
12a,1/4/15 18:56,14.266,,
12a,1/4/15 19:56,14.242,,
12a,1/4/15 20:56,14.242,,
12a,1/4/15 21:56,14.194,,
12a,1/4/15 22:56,14.194,,
12a,1/4/15 23:56,14.218,,
12a,1/5/15 0:00,,14.481,13.93
12a,1/5/15 0:56,14.194,,
12a,1/5/15 1:56,14.17,,
12a,1/5/15 2:56,14.194,,
12a,1/5/15 3:56,14.194,,
12a,1/5/15 4:56,14.17,,
12a,1/5/15 5:56,14.146,,
12a,1/5/15 6:56,14.146,,
12a,1/5/15 7:56,14.098,,
12a,1/5/15 8:56,14.194,,
12a,1/5/15 9:56,14.29,,
12a,1/5/15 10:56,14.481,,
12a,1/5/15 11:56,14.481,,
12a,1/5/15 12:56,14.481,,
12a,1/5/15 13:56,14.457,,
12a,1/5/15 14:56,14.433,,
12a,1/5/15 15:56,14.457,,
12a,1/5/15 16:56,14.194,,
12a,1/5/15 17:56,14.098,,
12a,1/5/15 18:56,14.026,,
12a,1/5/15 19:56,14.002,,
12a,1/5/15 20:56,14.002,,
12a,1/5/15 21:56,13.978,,
12a,1/5/15 22:56,13.954,,
12a,1/5/15 23:56,13.93,,
12a,1/6/15 0:00,,14.266,13.786
12a,1/6/15 0:56,13.93,,
12a,1/6/15 1:56,13.906,,
12a,1/6/15 2:56,13.882,,
12a,1/6/15 3:56,13.834,,
12a,1/6/15 4:56,13.858,,
12a,1/6/15 5:56,13.834,,
12a,1/6/15 6:56,13.81,,
12a,1/6/15 7:56,13.786,,
12a,1/6/15 8:56,13.858,,
12a,1/6/15 9:56,13.978,,
12a,1/6/15 10:56,14.098,,
12a,1/6/15 11:56,14.146,,
12a,1/6/15 12:56,14.194,,
12a,1/6/15 13:56,14.218,,
12a,1/6/15 14:56,14.266,,
12a,1/6/15 15:56,14.242,,
12a,1/6/15 16:56,14.146,,
12a,1/6/15 17:56,14.122,,
12a,1/6/15 18:56,14.098,,
12a,1/6/15 19:56,14.026,,
12a,1/6/15 20:56,14.026,,
12a,1/6/15 21:56,13.978,,
12a,1/6/15 22:56,13.978,,
12a,1/6/15 23:56,13.954,,
12a,1/7/15 0:00,,14.314,13.834
12a,1/7/15 0:56,13.954,,
12a,1/7/15 1:56,13.954,,
12a,1/7/15 2:56,13.93,,
12a,1/7/15 3:56,13.882,,
12a,1/7/15 4:56,13.882,,
12a,1/7/15 5:56,13.858,,
12a,1/7/15 6:56,13.834,,
12a,1/7/15 7:56,13.834,,
12a,1/7/15 8:56,13.954,,
12a,1/7/15 9:56,14.074,,
12a,1/7/15 10:56,14.17,,
12a,1/7/15 11:56,14.242,,
12a,1/7/15 12:56,14.29,,
12a,1/7/15 13:56,14.242,,
12a,1/7/15 14:56,14.314,,
12a,1/7/15 15:56,14.242,,
12a,1/7/15 16:56,14.218,,
12a,1/7/15 17:56,14.17,,
12a,1/7/15 18:56,14.122,,
12a,1/7/15 19:56,14.05,,
12a,1/7/15 20:56,14.05,,
12a,1/7/15 21:56,14.026,,
12a,1/7/15 22:56,14.002,,
12a,1/7/15 23:56,13.954,,
12a,1/8/15 0:00,,14.242,13.858
12a,1/8/15 0:56,13.93,,
12a,1/8/15 1:56,13.93,,
12a,1/8/15 2:56,13.93,,
12a,1/8/15 3:56,13.93,,
12a,1/8/15 4:56,13.93,,
12a,1/8/15 5:56,13.93,,
12a,1/8/15 6:56,13.882,,
12a,1/8/15 7:56,13.858,,
12a,1/8/15 8:56,13.954,,
12a,1/8/15 9:56,14.026,,
12a,1/8/15 10:56,14.098,,
12a,1/8/15 11:56,14.218,,
12a,1/8/15 12:56,14.242,,
12a,1/8/15 13:56,14.242,,
12a,1/8/15 14:56,14.218,,
12a,1/8/15 15:56,14.194,,
12a,1/8/15 16:56,14.146,,
12a,1/8/15 17:56,14.098,,
12a,1/8/15 18:56,14.074,,
12a,1/8/15 19:56,14.098,,
12a,1/8/15 20:56,14.098,,
12a,1/8/15 21:56,14.098,,
12a,1/8/15 22:56,14.098,,
12a,1/8/15 23:56,14.074,,
12a,1/9/15 0:00,,14.337,13.978
12a,1/9/15 0:56,14.026,,
12a,1/9/15 1:56,13.978,,
12a,1/9/15 2:56,13.978,,
12a,1/9/15 3:56,14.026,,
12a,1/9/15 4:56,14.026,,
12a,1/9/15 5:56,13.978,,
12a,1/9/15 6:56,14.026,,
12a,1/9/15 7:56,14.05,,
12a,1/9/15 8:56,14.05,,
12a,1/9/15 9:56,14.146,,
12a,1/9/15 10:56,14.218,,
12a,1/9/15 11:56,14.194,,
12a,1/9/15 12:56,14.194,,
12a,1/9/15 13:56,14.242,,
12a,1/9/15 14:56,14.218,,
12a,1/9/15 15:56,14.242,,
12a,1/9/15 16:56,14.266,,
12a,1/9/15 17:56,14.337,,
12a,1/9/15 18:56,14.314,,
12a,1/9/15 19:56,14.314,,
12a,1/9/15 20:56,14.314,,
12a,1/9/15 21:56,14.314,,
12a,1/9/15 22:56,14.314,,
12a,1/9/15 23:56,14.29,,
12a,1/10/15 0:00,,14.529,14.146
12a,1/10/15 0:56,14.266,,
12a,1/10/15 1:56,14.242,,
12a,1/10/15 2:56,14.242,,
12a,1/10/15 3:56,14.242,,
12a,1/10/15 4:56,14.242,,
12a,1/10/15 5:56,14.242,,
12a,1/10/15 6:56,14.194,,
12a,1/10/15 7:56,14.17,,
12a,1/10/15 8:56,14.218,,
12a,1/10/15 9:56,14.337,,
12a,1/10/15 10:56,14.409,,
12a,1/10/15 11:56,14.457,,
12a,1/10/15 12:56,14.505,,
12a,1/10/15 13:56,14.529,,
12a,1/10/15 14:56,14.529,,
12a,1/10/15 15:56,14.457,,
12a,1/10/15 16:56,14.409,,
12a,1/10/15 17:56,14.337,,
12a,1/10/15 18:56,14.361,,
12a,1/10/15 19:56,14.314,,
12a,1/10/15 20:56,14.314,,
12a,1/10/15 21:56,14.266,,
12a,1/10/15 22:56,14.17,,
12a,1/10/15 23:56,14.146,,
12a,1/11/15 0:00,,14.481,14.074
12a,1/11/15 0:56,14.146,,
12a,1/11/15 1:56,14.122,,
12a,1/11/15 2:56,14.146,,
12a,1/11/15 3:56,14.17,,
12a,1/11/15 4:56,14.17,,
12a,1/11/15 5:56,14.146,,
12a,1/11/15 6:56,14.098,,
12a,1/11/15 7:56,14.074,,
12a,1/11/15 8:56,14.146,,
12a,1/11/15 9:56,14.242,,
12a,1/11/15 10:56,14.29,,
12a,1/11/15 11:56,14.361,,
12a,1/11/15 12:56,14.433,,
12a,1/11/15 13:56,14.481,,
12a,1/11/15 14:56,14.433,,
12a,1/11/15 15:56,14.385,,
12a,1/11/15 16:56,14.337,,
12a,1/11/15 17:56,14.29,,
12a,1/11/15 18:56,14.29,,
12a,1/11/15 19:56,14.218,,
12a,1/11/15 20:56,14.218,,
12a,1/11/15 21:56,14.194,,
12a,1/11/15 22:56,14.146,,
12a,1/11/15 23:56,14.146,,
12a,1/12/15 0:00,,14.409,14.002
12a,1/12/15 0:56,14.122,,
12a,1/12/15 1:56,14.098,,
12a,1/12/15 2:56,14.074,,
12a,1/12/15 3:56,14.05,,
12a,1/12/15 4:56,14.05,,
12a,1/12/15 5:56,14.026,,
12a,1/12/15 6:56,14.026,,
12a,1/12/15 7:56,14.002,,
12a,1/12/15 8:56,14.074,,
12a,1/12/15 9:56,14.146,,
12a,1/12/15 10:56,14.242,,
12a,1/12/15 11:56,14.266,,
12a,1/12/15 12:56,14.314,,
12a,1/12/15 13:56,14.409,,
12a,1/12/15 14:56,14.385,,
12a,1/12/15 15:56,14.409,,
12a,1/12/15 16:56,14.314,,
12a,1/12/15 17:56,14.242,,
12a,1/12/15 18:56,14.194,,
12a,1/12/15 19:56,14.194,,
12a,1/12/15 20:56,14.17,,
12a,1/12/15 21:56,14.122,,
12a,1/12/15 22:56,14.122,,
12a,1/12/15 23:56,14.146,,
12a,1/13/15 0:00,,22.058,14.002
12a,1/13/15 0:56,14.146,,
12a,1/13/15 1:56,14.17,,
12a,1/13/15 2:56,14.17,,
12a,1/13/15 3:56,14.146,,
12a,1/13/15 4:56,14.146,,
12a,1/13/15 5:56,14.122,,
12a,1/13/15 6:56,14.05,,
12a,1/13/15 7:56,14.002,,
12a,1/13/15 8:56,14.074,,
12a,1/13/15 9:56,14.17,,
12a,1/13/15 10:56,14.29,,
12a,1/13/15 11:56,14.361,,
12a,1/13/15 12:56,14.361,,
12a,1/13/15 13:56,14.385,,
12a,1/13/15 14:56,14.409,,
12a,1/13/15 15:56,14.433,,
12a,1/13/15 16:56,16.487,,
12a,1/13/15 17:56,21.939,,
12a,1/13/15 18:56,22.058,,
12a,1/13/15 19:56,21.151,,
12a,1/13/15 20:56,21.27,,
12a,1/13/15 21:56,19.27,,
12a,1/13/15 22:56,16.654,,
12a,1/13/15 23:56,14.361,,
12a,1/14/15 0:00,,23.112,7.167
12a,1/14/15 0:56,12.582,,
12a,1/14/15 1:56,11.273,,
12a,1/14/15 2:56,10.1,,
12a,1/14/15 3:56,8.965,,
12a,1/14/15 4:56,7.97,,
12a,1/14/15 5:56,7.167,,
12a,1/14/15 6:56,8.02,,
12a,1/14/15 7:56,12.727,,
12a,1/14/15 8:56,18.818,,
12a,1/14/15 9:56,20.007,,
12a,1/14/15 10:56,20.222,,
12a,1/14/15 11:56,22.968,,
12a,1/14/15 12:56,23.112,,
12a,1/14/15 13:56,21.724,,
12a,1/14/15 14:56,20.15,,
12a,1/14/15 15:56,18.652,,
12a,1/14/15 16:56,20.793,,
12a,1/14/15 17:56,20.746,,
12a,1/14/15 18:56,18.438,,
12a,1/14/15 19:56,19.222,,
12a,1/14/15 20:56,20.555,,
12a,1/14/15 21:56,18.461,,
12a,1/14/15 22:56,16.01,,
12a,1/14/15 23:56,14.026,,
12a,1/15/15 0:00,,24.363,7.066
12a,1/15/15 0:56,12.509,,
12a,1/15/15 1:56,11.273,,
12a,1/15/15 2:56,10.1,,
12a,1/15/15 3:56,9.089,,
12a,1/15/15 4:56,8.145,,
12a,1/15/15 5:56,7.544,,
12a,1/15/15 6:56,7.066,,
12a,1/15/15 7:56,9.262,,
12a,1/15/15 8:56,18.2,,
12a,1/15/15 9:56,20.293,,
12a,1/15/15 10:56,20.246,,
12a,1/15/15 11:56,20.126,,
12a,1/15/15 12:56,19.936,,
12a,1/15/15 13:56,20.674,,
12a,1/15/15 14:56,24.363,,
12a,1/15/15 15:56,21.294,,
12a,1/15/15 16:56,20.889,,
12a,1/15/15 17:56,20.889,,
12a,1/15/15 18:56,20.936,,
12a,1/15/15 19:56,20.936,,
12a,1/15/15 20:56,20.984,,
12a,1/15/15 21:56,21.175,,
12a,1/15/15 22:56,21.366,,
12a,1/15/15 23:56,21.413,,
12a,1/16/15 0:00,,21.557,17.938
12a,1/16/15 0:56,21.437,,
12a,1/16/15 1:56,21.461,,
12a,1/16/15 2:56,21.461,,
12a,1/16/15 3:56,21.485,,
12a,1/16/15 4:56,21.485,,
12a,1/16/15 5:56,21.509,,
12a,1/16/15 6:56,21.509,,
12a,1/16/15 7:56,21.509,,
12a,1/16/15 8:56,21.533,,
12a,1/16/15 9:56,21.533,,
12a,1/16/15 10:56,21.557,,
12a,1/16/15 11:56,18.604,,
12a,1/16/15 12:56,18.105,,
12a,1/16/15 13:56,18.057,,
12a,1/16/15 14:56,18.152,,
12a,1/16/15 15:56,17.938,,
12a,1/16/15 16:56,18.01,,
12a,1/16/15 17:56,19.127,,
12a,1/16/15 18:56,19.436,,
12a,1/16/15 19:56,19.436,,
12a,1/16/15 20:56,19.08,,
12a,1/16/15 21:56,19.222,,
12a,1/16/15 22:56,18.985,,
12a,1/16/15 23:56,18.343,,
12a,1/17/15 0:00,,18.818,16.82
12a,1/17/15 0:56,17.938,,
12a,1/17/15 1:56,17.51,,
12a,1/17/15 2:56,17.153,,
12a,1/17/15 3:56,16.844,,
12a,1/17/15 4:56,16.892,,
12a,1/17/15 5:56,16.892,,
12a,1/17/15 6:56,16.939,,
12a,1/17/15 7:56,16.82,,
12a,1/17/15 8:56,17.106,,
12a,1/17/15 9:56,17.177,,
12a,1/17/15 10:56,17.272,,
12a,1/17/15 11:56,17.463,,
12a,1/17/15 12:56,17.629,,
12a,1/17/15 13:56,18.01,,
12a,1/17/15 14:56,17.819,,
12a,1/17/15 15:56,17.534,,
12a,1/17/15 16:56,17.368,,
12a,1/17/15 17:56,17.225,,
12a,1/17/15 18:56,17.201,,
12a,1/17/15 19:56,17.439,,
12a,1/17/15 20:56,18.747,,
12a,1/17/15 21:56,18.818,,
12a,1/17/15 22:56,18.794,,
12a,1/17/15 23:56,18.747,,
12a,1/18/15 0:00,,20.365,18.366
12a,1/18/15 0:56,18.747,,
12a,1/18/15 1:56,18.699,,
12a,1/18/15 2:56,18.628,,
12a,1/18/15 3:56,18.604,,
12a,1/18/15 4:56,18.509,,
12a,1/18/15 5:56,18.699,,
12a,1/18/15 6:56,18.699,,
12a,1/18/15 7:56,18.604,,
12a,1/18/15 8:56,18.628,,
12a,1/18/15 9:56,19.651,,
12a,1/18/15 10:56,19.246,,
12a,1/18/15 11:56,18.675,,
12a,1/18/15 12:56,18.675,,
12a,1/18/15 13:56,18.604,,
12a,1/18/15 14:56,18.509,,
12a,1/18/15 15:56,18.414,,
12a,1/18/15 16:56,18.366,,
12a,1/18/15 17:56,18.675,,
12a,1/18/15 18:56,19.888,,
12a,1/18/15 19:56,20.365,,
12a,1/18/15 20:56,19.865,,
12a,1/18/15 21:56,19.579,,
12a,1/18/15 22:56,19.151,,
12a,1/18/15 23:56,19.032,,
12a,1/19/15 0:00,,19.651,18.699
12a,1/19/15 0:56,18.842,,
12a,1/19/15 1:56,18.961,,
12a,1/19/15 2:56,19.008,,
12a,1/19/15 3:56,19.032,,
12a,1/19/15 4:56,19.032,,
12a,1/19/15 5:56,19.056,,
12a,1/19/15 6:56,19.056,,
12a,1/19/15 7:56,19.056,,
12a,1/19/15 8:56,19.008,,
12a,1/19/15 9:56,19.103,,
12a,1/19/15 10:56,19.318,,
12a,1/19/15 11:56,19.318,,
12a,1/19/15 12:56,19.436,,
12a,1/19/15 13:56,19.651,,
12a,1/19/15 14:56,19.294,,
12a,1/19/15 15:56,19.27,,
12a,1/19/15 16:56,19.413,,
12a,1/19/15 17:56,19.103,,
12a,1/19/15 18:56,19.175,,
12a,1/19/15 19:56,19.365,,
12a,1/19/15 20:56,19.127,,
12a,1/19/15 21:56,18.866,,
12a,1/19/15 22:56,18.771,,
12a,1/19/15 23:56,18.699,,
12a,1/20/15 0:00,,22.872,17.582
12a,1/20/15 0:56,18.557,,
12a,1/20/15 1:56,18.652,,
12a,1/20/15 2:56,18.58,,
12a,1/20/15 3:56,18.652,,
12a,1/20/15 4:56,18.557,,
12a,1/20/15 5:56,18.652,,
12a,1/20/15 6:56,18.509,,
12a,1/20/15 7:56,18.604,,
12a,1/20/15 8:56,17.582,,
12a,1/20/15 9:56,19.579,,
12a,1/20/15 10:56,22.465,,
12a,1/20/15 11:56,22.872,,
12a,1/20/15 12:56,21.366,,
12a,1/20/15 13:56,22.082,,
12a,1/20/15 14:56,22.513,,
12a,1/20/15 15:36,,,
12a,1/20/15 15:36,,,
12a,1/20/15 15:36,,,
13a,12/19/14 0:00,,22.13,13.81
13a,12/19/14 14:04,22.13,,
13a,12/19/14 15:04,19.96,,
13a,12/19/14 16:04,16.177,,
13a,12/19/14 17:04,15.796,,
13a,12/19/14 18:04,14.218,,
13a,12/19/14 19:04,13.834,,
13a,12/19/14 20:04,13.834,,
13a,12/19/14 21:04,13.834,,
13a,12/19/14 22:04,13.834,,
13a,12/19/14 23:04,13.81,,
13a,12/20/14 0:00,,13.906,13.81
13a,12/20/14 0:04,13.834,,
13a,12/20/14 1:04,13.81,,
13a,12/20/14 2:04,13.81,,
13a,12/20/14 3:04,13.834,,
13a,12/20/14 4:04,13.834,,
13a,12/20/14 5:04,13.81,,
13a,12/20/14 6:04,13.81,,
13a,12/20/14 7:04,13.834,,
13a,12/20/14 8:04,13.81,,
13a,12/20/14 9:04,13.81,,
13a,12/20/14 10:04,13.834,,
13a,12/20/14 11:04,13.834,,
13a,12/20/14 12:04,13.882,,
13a,12/20/14 13:04,13.906,,
13a,12/20/14 14:04,13.906,,
13a,12/20/14 15:04,13.906,,
13a,12/20/14 16:04,13.882,,
13a,12/20/14 17:04,13.882,,
13a,12/20/14 18:04,13.858,,
13a,12/20/14 19:04,13.834,,
13a,12/20/14 20:04,13.834,,
13a,12/20/14 21:04,13.834,,
13a,12/20/14 22:04,13.834,,
13a,12/20/14 23:04,13.834,,
13a,12/21/14 0:00,,14.074,13.834
13a,12/21/14 0:04,13.858,,
13a,12/21/14 1:04,13.882,,
13a,12/21/14 2:04,13.882,,
13a,12/21/14 3:04,13.906,,
13a,12/21/14 4:04,13.882,,
13a,12/21/14 5:04,13.882,,
13a,12/21/14 6:04,13.858,,
13a,12/21/14 7:04,13.834,,
13a,12/21/14 8:04,13.858,,
13a,12/21/14 9:04,13.858,,
13a,12/21/14 10:04,14.002,,
13a,12/21/14 11:04,13.978,,
13a,12/21/14 12:04,14.074,,
13a,12/21/14 13:04,13.978,,
13a,12/21/14 14:04,14.074,,
13a,12/21/14 15:04,13.978,,
13a,12/21/14 16:04,14.05,,
13a,12/21/14 17:04,13.882,,
13a,12/21/14 18:04,13.906,,
13a,12/21/14 19:04,13.954,,
13a,12/21/14 20:04,13.906,,
13a,12/21/14 21:04,13.858,,
13a,12/21/14 22:04,13.858,,
13a,12/21/14 23:04,13.882,,
13a,12/22/14 0:00,,14.026,13.81
13a,12/22/14 0:04,13.882,,
13a,12/22/14 1:04,13.858,,
13a,12/22/14 2:04,13.858,,
13a,12/22/14 3:04,13.882,,
13a,12/22/14 4:04,13.882,,
13a,12/22/14 5:04,13.882,,
13a,12/22/14 6:04,13.834,,
13a,12/22/14 7:04,13.834,,
13a,12/22/14 8:04,13.858,,
13a,12/22/14 9:04,13.882,,
13a,12/22/14 10:04,13.882,,
13a,12/22/14 11:04,13.906,,
13a,12/22/14 12:04,13.954,,
13a,12/22/14 13:04,13.93,,
13a,12/22/14 14:04,14.026,,
13a,12/22/14 15:04,13.954,,
13a,12/22/14 16:04,13.978,,
13a,12/22/14 17:04,13.906,,
13a,12/22/14 18:04,13.858,,
13a,12/22/14 19:04,13.81,,
13a,12/22/14 20:04,13.834,,
13a,12/22/14 21:04,13.834,,
13a,12/22/14 22:04,13.834,,
13a,12/22/14 23:04,13.81,,
13a,12/23/14 0:00,,13.882,13.618
13a,12/23/14 0:04,13.834,,
13a,12/23/14 1:04,13.81,,
13a,12/23/14 2:04,13.762,,
13a,12/23/14 3:04,13.738,,
13a,12/23/14 4:04,13.738,,
13a,12/23/14 5:04,13.738,,
13a,12/23/14 6:04,13.714,,
13a,12/23/14 7:04,13.666,,
13a,12/23/14 8:04,13.738,,
13a,12/23/14 9:04,13.762,,
13a,12/23/14 10:04,13.738,,
13a,12/23/14 11:04,13.858,,
13a,12/23/14 12:04,13.882,,
13a,12/23/14 13:04,13.858,,
13a,12/23/14 14:04,13.858,,
13a,12/23/14 15:04,13.882,,
13a,12/23/14 16:04,13.834,,
13a,12/23/14 17:04,13.81,,
13a,12/23/14 18:04,13.738,,
13a,12/23/14 19:04,13.714,,
13a,12/23/14 20:04,13.666,,
13a,12/23/14 21:04,13.618,,
13a,12/23/14 22:04,13.618,,
13a,12/23/14 23:04,13.618,,
13a,12/24/14 0:00,,13.858,13.473
13a,12/24/14 0:04,13.618,,
13a,12/24/14 1:04,13.666,,
13a,12/24/14 2:04,13.666,,
13a,12/24/14 3:04,13.666,,
13a,12/24/14 4:04,13.666,,
13a,12/24/14 5:04,13.69,,
13a,12/24/14 6:04,13.69,,
13a,12/24/14 7:04,13.69,,
13a,12/24/14 8:04,13.666,,
13a,12/24/14 9:04,13.666,,
13a,12/24/14 10:04,13.714,,
13a,12/24/14 11:04,13.738,,
13a,12/24/14 12:04,13.786,,
13a,12/24/14 13:04,13.786,,
13a,12/24/14 14:04,13.81,,
13a,12/24/14 15:04,13.858,,
13a,12/24/14 16:04,13.762,,
13a,12/24/14 17:04,13.714,,
13a,12/24/14 18:04,13.69,,
13a,12/24/14 19:04,13.618,,
13a,12/24/14 20:04,13.57,,
13a,12/24/14 21:04,13.546,,
13a,12/24/14 22:04,13.497,,
13a,12/24/14 23:04,13.473,,
13a,12/25/14 0:00,,13.69,13.329
13a,12/25/14 0:04,13.449,,
13a,12/25/14 1:04,13.449,,
13a,12/25/14 2:04,13.425,,
13a,12/25/14 3:04,13.401,,
13a,12/25/14 4:04,13.401,,
13a,12/25/14 5:04,13.377,,
13a,12/25/14 6:04,13.329,,
13a,12/25/14 7:04,13.329,,
13a,12/25/14 8:04,13.353,,
13a,12/25/14 9:04,13.449,,
13a,12/25/14 10:04,13.497,,
13a,12/25/14 11:04,13.57,,
13a,12/25/14 12:04,13.642,,
13a,12/25/14 13:04,13.666,,
13a,12/25/14 14:04,13.69,,
13a,12/25/14 15:04,13.69,,
13a,12/25/14 16:04,13.69,,
13a,12/25/14 17:04,13.618,,
13a,12/25/14 18:04,13.546,,
13a,12/25/14 19:04,13.522,,
13a,12/25/14 20:04,13.473,,
13a,12/25/14 21:04,13.449,,
13a,12/25/14 22:04,13.425,,
13a,12/25/14 23:04,13.377,,
13a,12/26/14 0:00,,13.69,13.209
13a,12/26/14 0:04,13.377,,
13a,12/26/14 1:04,13.329,,
13a,12/26/14 2:04,13.329,,
13a,12/26/14 3:04,13.305,,
13a,12/26/14 4:04,13.233,,
13a,12/26/14 5:04,13.233,,
13a,12/26/14 6:04,13.209,,
13a,12/26/14 7:04,13.209,,
13a,12/26/14 8:04,13.233,,
13a,12/26/14 9:04,13.353,,
13a,12/26/14 10:04,13.497,,
13a,12/26/14 11:04,13.594,,
13a,12/26/14 12:04,13.642,,
13a,12/26/14 13:04,13.69,,
13a,12/26/14 14:04,13.69,,
13a,12/26/14 15:04,13.666,,
13a,12/26/14 16:04,13.666,,
13a,12/26/14 17:04,13.57,,
13a,12/26/14 18:04,13.546,,
13a,12/26/14 19:04,13.497,,
13a,12/26/14 20:04,13.497,,
13a,12/26/14 21:04,13.449,,
13a,12/26/14 22:04,13.449,,
13a,12/26/14 23:04,13.425,,
13a,12/27/14 0:00,,13.858,13.305
13a,12/27/14 0:04,13.377,,
13a,12/27/14 1:04,13.329,,
13a,12/27/14 2:04,13.377,,
13a,12/27/14 3:04,13.377,,
13a,12/27/14 4:04,13.353,,
13a,12/27/14 5:04,13.329,,
13a,12/27/14 6:04,13.305,,
13a,12/27/14 7:04,13.305,,
13a,12/27/14 8:04,13.305,,
13a,12/27/14 9:04,13.425,,
13a,12/27/14 10:04,13.594,,
13a,12/27/14 11:04,13.69,,
13a,12/27/14 12:04,13.738,,
13a,12/27/14 13:04,13.858,,
13a,12/27/14 14:04,13.834,,
13a,12/27/14 15:04,13.858,,
13a,12/27/14 16:04,13.762,,
13a,12/27/14 17:04,13.666,,
13a,12/27/14 18:04,13.618,,
13a,12/27/14 19:04,13.57,,
13a,12/27/14 20:04,13.522,,
13a,12/27/14 21:04,13.497,,
13a,12/27/14 22:04,13.449,,
13a,12/27/14 23:04,13.449,,
13a,12/28/14 0:00,,13.954,13.329
13a,12/28/14 0:04,13.425,,
13a,12/28/14 1:04,13.449,,
13a,12/28/14 2:04,13.449,,
13a,12/28/14 3:04,13.401,,
13a,12/28/14 4:04,13.401,,
13a,12/28/14 5:04,13.377,,
13a,12/28/14 6:04,13.353,,
13a,12/28/14 7:04,13.329,,
13a,12/28/14 8:04,13.329,,
13a,12/28/14 9:04,13.449,,
13a,12/28/14 10:04,13.594,,
13a,12/28/14 11:04,13.714,,
13a,12/28/14 12:04,13.81,,
13a,12/28/14 13:04,13.858,,
13a,12/28/14 14:04,13.882,,
13a,12/28/14 15:04,13.954,,
13a,12/28/14 16:04,13.834,,
13a,12/28/14 17:04,13.738,,
13a,12/28/14 18:04,13.642,,
13a,12/28/14 19:04,13.594,,
13a,12/28/14 20:04,13.546,,
13a,12/28/14 21:04,13.497,,
13a,12/28/14 22:04,13.473,,
13a,12/28/14 23:04,13.449,,
13a,12/29/14 0:00,,13.786,13.425
13a,12/29/14 0:04,13.425,,
13a,12/29/14 1:04,13.473,,
13a,12/29/14 2:04,13.497,,
